,,,,TI210422A1,TI210424A,TI210429A1,TI210429A3,TI210513A1,TI210511A,TI210504A,H207808,H207812,H207821,H207832,H207834,H207836
,,,,2021-04-22,2021-04-24,2021-04-29,2021-04-29,2021-05-13,2021-05-11,2021-05-04,2021-05-20,2021-05-27,2021-06-03,2021-06-10,2021-06-19,2021-06-24
,,,,2021-05-14,2021-05-17,2021-05-19,2021-05-21,2021-05-26,2021-05-28,2021-05-31,2021-06-04,2021-06-11,2021-06-18,2021-06-25,2021-07-02,2021-07-09
CH1154-35 SP/199,NEW,6,1,,,,,,,,,,,,,,,,,
CH1154-63 SP/213 SP/199,NEW,13,0,,,,,,,,,,,,,,,,,
CH1154-35 SP/213,NEW,40,0,,,,,,,,,,,,,,,,,
002SN/01,布地,101,12,,,,,,,,,,,,,,,,,
002SN/02,布地,73,2,,,,,,,,,,,,,,,,,
002SN/03,布地,76,34,,,,,,,,,,,,,,,,,
002SP/122N,布地,0,0,,,,,,,,,,,,,,,,,
002SP/126N,布地,9,0,,,,,,,,,,,,,,,,,
002SP/180,布地,81,86,,,,,,,,,,,,,,,,,
002SP/181,布地,114,71,,,,,,,,,,,,,,,,,
002SP/182,布地,34,30,,,,,,,,,,,,,,,,,
002SP/183,布地,556,185,,,,,,,,,,,,,,,,,
002SP/184,布地,122,1,,,,,,,,,,,,,,,,,
002SP/206,布地,136,0,,,,,,,,,,,,,,,,,
002SP/207,布地,129,0,,,,,,,,,,,,,,,,,
002SP/209,布地,52,13,,,,,,,,,,,,,,,,,
002SP/221,布地,47,0,,,,,,,,,,,,,,,,,
002SP/222,布地,33,0,,,,,,,,,,,,,,,,,
002SP/223,布地,45,17,,,,,,,,,,,,,,,,,
014CH232W-03B,ﾇｰﾄﾞ,11,21,,,,,,,,,,,,,,,,,
014CH232W-06B,ﾇｰﾄﾞ,0,0,,,,,,,,,,,,,,,,,
014CH232W-07B,ﾇｰﾄﾞ,0,0,,,,,,,,,,,,,,,,,
014CH232W-08B,ﾇｰﾄﾞ,3,3,,,,,,,,,,,,,,,,,
014CH232W-09B,ﾇｰﾄﾞ,17,7,,,,,,,,,,,,,,,,,
014CH232W-17B,ﾇｰﾄﾞ,15,2,,,,,,,,,,,,,,,,,
014CH232W-20NB,ﾇｰﾄﾞ,2,1,,,,,,,,,,,,,,,,,
014CH232W-35,ﾇｰﾄﾞ,16,2,,,,,,,,,,,,,,,,,
014CH232W-37,ﾇｰﾄﾞ,112,68,,,,,,,,,,,,,,,,,
014CH232W-49B,ﾇｰﾄﾞ,13,5,,,,,,,,,,,,,,,,,
014CH232W-50B,ﾇｰﾄﾞ,1,2,,,,,,,,,,,,,,,,,
014CH261-02LB,ﾇｰﾄﾞ,0,1,,,,,,,,,,,,,,,,,
014CH261-03B,ﾇｰﾄﾞ,6,14,,,,,,,,,,,,,,,,,
014CH261-17B,ﾇｰﾄﾞ,10,16,,,,,,,,,,,,,,,,,
014CH271-35,ﾇｰﾄﾞ,63,19,,,,,,,,,,,,,,,,,
014CH271-37,ﾇｰﾄﾞ,141,140,,,,,,,,,,,,,,,,,
014CH271E-03B,ﾇｰﾄﾞ,8,22,,,,,,,,,,,,,,,,,
014CH271E-08B,ﾇｰﾄﾞ,7,10,,,,,,,,,,,,,,,,,
014CH271E-09B,ﾇｰﾄﾞ,8,13,,,,,,,,,,,,,,,,,
014CH271E-17B,ﾇｰﾄﾞ,16,10,,,,,,,,,,,,,,,,,
014CH271E-41B,ﾇｰﾄﾞ,21,8,,,,,,,,,,,,,,,,,
014CH271E-42B,ﾇｰﾄﾞ,22,13,,,,,,,,,,,,,,,,,
014CH271E-49B,ﾇｰﾄﾞ,10,20,,,,,,,,,,,,,,,,,
014CH271E-50B,ﾇｰﾄﾞ,13,25,,,,,,,,,,,,,,,,,
014CH351-02B,ﾇｰﾄﾞ,6,7,,,,,,,,,,,,,,,,,
014CH351-03B,ﾇｰﾄﾞ,7,11,,,,,,,,,,,,,,,,,
014CH351-06B,ﾇｰﾄﾞ,8,14,,,,,,,,,,,,,,,,,
014CH351-07B,ﾇｰﾄﾞ,19,13,,,,,,,,,,,,,,,,,
014CH351-17B,ﾇｰﾄﾞ,7,8,,,,,,,,,,,,,,,,,
014CH351-17LB,ﾇｰﾄﾞ,5,0,,,,,,,,,,,,,,,,,
014CH351-49B,ﾇｰﾄﾞ,18,13,,,,,,,,,,,,,,,,,
014CH351-50B,ﾇｰﾄﾞ,7,14,,,,,,,,,,,,,,,,,
014CH356-59B,ﾇｰﾄﾞ,45,48,,,,,,,,,,,,,,,,,
014KL294-08/09B,ﾇｰﾄﾞ,0,0,,,,,,,,,,,,,,,,,
014KL686-17B,ﾇｰﾄﾞ,0,0,,,,,,,,,,,,,,,,,
014KL686-41NB,ﾇｰﾄﾞ,3,0,,,,,,,,,,,,,,,,,
014KL686-42NB,ﾇｰﾄﾞ,1,0,,,,,,,,,,,,,,,,,
013CH232WI-03C SN/01,ｶﾊﾞｰ,2,3,,,,,,,,,,,,,,,,,
013CH232WI-06C SN/01,ｶﾊﾞｰ,2,0,,,,,,,,,,,,,,,,,
013CH232WI-07C SN/01,ｶﾊﾞｰ,3,0,,,,,,,,,,,,,,,,,
013CH232WI-08C SN/01,ｶﾊﾞｰ,2,0,,,,,,,,,,,,,,,,,
013CH232WI-09C SN/01,ｶﾊﾞｰ,5,2,,,,,,,,,,,,,,,,,
013CH232WI-17C SN/01,ｶﾊﾞｰ,3,0,,,,,,,,,,,,,,,,,
013CH232WI-20NC SN/01,ｶﾊﾞｰ,6,1,,,,,,,,,,,,,,,,,
013CH232W-35C SN/01,ｶﾊﾞｰ,4,0,,,,,,,,,,,,,,,,,
013CH232W-37C SN/01,ｶﾊﾞｰ,21,14,,,,,,,,,,,,,,,,,
013CH232WI-49C SN/01,ｶﾊﾞｰ,5,1,,,,,,,,,,,,,,,,,
013CH232WI-50C SN/01,ｶﾊﾞｰ,3,0,,,,,,,,,,,,,,,,,
013CH232WI-03C SN/02,ｶﾊﾞｰ,4,6,,,,,,,,,,,,,,,,,
013CH232WI-06C SN/02,ｶﾊﾞｰ,3,0,,,,,,,,,,,,,,,,,
013CH232WI-07C SN/02,ｶﾊﾞｰ,1,0,,,,,,,,,,,,,,,,,
013CH232WI-08C SN/02,ｶﾊﾞｰ,0,2,,,,,,,,,,,,,,,,,
013CH232WI-09C SN/02,ｶﾊﾞｰ,0,0,,,,,,,,,,,,,,,,,
013CH232WI-17C SN/02,ｶﾊﾞｰ,2,0,,,,,,,,,,,,,,,,,
013CH232WI-20NC SN/02,ｶﾊﾞｰ,3,0,,,,,,,,,,,,,,,,,
013CH232W-35C SN/02,ｶﾊﾞｰ,7,0,,,,,,,,,,,,,,,,,
013CH232W-37C SN/02,ｶﾊﾞｰ,13,18,,,,,,,,,,,,,,,,,
013CH232WI-49C SN/02,ｶﾊﾞｰ,1,0,,,,,,,,,,,,,,,,,
013CH232WI-50C SN/02,ｶﾊﾞｰ,1,2,,,,,,,,,,,,,,,,,
013CH232WI-03C SN/03,ｶﾊﾞｰ,14,8,,,,,,,,,,,,,,,,,
013CH232WI-06C SN/03,ｶﾊﾞｰ,1,0,,,,,,,,,,,,,,,,,
013CH232WI-07C SN/03,ｶﾊﾞｰ,5,0,,,,,,,,,,,,,,,,,
013CH232WI-08C SN/03,ｶﾊﾞｰ,12,1,,,,,,,,,,,,,,,,,
013CH232WI-09C SN/03,ｶﾊﾞｰ,16,5,,,,,,,,,,,,,,,,,
013CH232WI-17C SN/03,ｶﾊﾞｰ,1,1,,,,,,,,,,,,,,,,,
013CH232WI-20NC SN/03,ｶﾊﾞｰ,3,0,,,,,,,,,,,,,,,,,
013CH232W-35C SN/03,ｶﾊﾞｰ,11,2,,,,,,,,,,,,,,,,,
013CH232W-37C SN/03,ｶﾊﾞｰ,22,28,,,,,,,,,,,,,,,,,
013CH232WI-49C SN/03,ｶﾊﾞｰ,9,4,,,,,,,,,,,,,,,,,
013CH232WI-50C SN/03,ｶﾊﾞｰ,3,0,,,,,,,,,,,,,,,,,
013CH232WI-03C SP/122N,ｶﾊﾞｰ,0,0,,,,,,,,,,,,,,,,,
013CH232WI-06C SP/122N,ｶﾊﾞｰ,0,0,,,,,,,,,,,,,,,,,
013CH232WI-07C SP/122N,ｶﾊﾞｰ,1,0,,,,,,,,,,,,,,,,,
013CH232WI-08C SP/122N,ｶﾊﾞｰ,0,0,,,,,,,,,,,,,,,,,
013CH232WI-09C SP/122N,ｶﾊﾞｰ,0,0,,,,,,,,,,,,,,,,,
013CH232WI-17C SP/122N,ｶﾊﾞｰ,1,0,,,,,,,,,,,,,,,,,
013CH232W-35C SP/122N,ｶﾊﾞｰ,4,0,,,,,,,,,,,,,,,,,
013CH232W-37C SP/122N,ｶﾊﾞｰ,0,0,,,,,,,,,,,,,,,,,
013CH232WI-49C SP/122N,ｶﾊﾞｰ,5,0,,,,,,,,,,,,,,,,,
013CH232WI-50C SP/122N,ｶﾊﾞｰ,1,0,,,,,,,,,,,,,,,,,
013CH232WI-03C SP/126N,ｶﾊﾞｰ,0,0,,,,,,,,,,,,,,,,,
013CH232WI-06C SP/126N,ｶﾊﾞｰ,0,0,,,,,,,,,,,,,,,,,
013CH232WI-07C SP/126N,ｶﾊﾞｰ,7,0,,,,,,,,,,,,,,,,,
013CH232WI-08C SP/126N,ｶﾊﾞｰ,0,0,,,,,,,,,,,,,,,,,
013CH232WI-09C SP/126N,ｶﾊﾞｰ,0,0,,,,,,,,,,,,,,,,,
013CH232WI-17C SP/126N,ｶﾊﾞｰ,0,0,,,,,,,,,,,,,,,,,
013CH232W-35C SP/126N,ｶﾊﾞｰ,10,0,,,,,,,,,,,,,,,,,
013CH232W-37C SP/126N,ｶﾊﾞｰ,0,0,,,,,,,,,,,,,,,,,
013CH232WI-49C SP/126N,ｶﾊﾞｰ,4,0,,,,,,,,,,,,,,,,,
013CH232WI-50C SP/126N,ｶﾊﾞｰ,0,0,,,,,,,,,,,,,,,,,
013CH232WI-03C SP/206,ｶﾊﾞｰ,3,1,,,,,,,,,,,,,,,,,
013CH232WI-08C SP/206,ｶﾊﾞｰ,3,0,,,,,,,,,,,,,,,,,
013CH232WI-09C SP/206,ｶﾊﾞｰ,4,0,,,,,,,,,,,,,,,,,
013CH232WI-17C SP/206,ｶﾊﾞｰ,5,0,,,,,,,,,,,,,,,,,
013CH232WI-20NC SP/206,ｶﾊﾞｰ,5,0,,,,,,,,,,,,,,,,,
013CH232W-35C SP/206,ｶﾊﾞｰ,3,0,,,,,,,,,,,,,,,,,
013CH232W-37C SP/206,ｶﾊﾞｰ,25,2,,,,,,,,,,,,,,,,,
013CH232WI-49C SP/206,ｶﾊﾞｰ,3,0,,,,,,,,,,,,,,,,,
013CH232WI-50C SP/206,ｶﾊﾞｰ,8,0,,,,,,,,,,,,,,,,,
013CH232WI-03C SP/207,ｶﾊﾞｰ,7,0,,,,,,,,,,,,,,,,,
013CH232WI-08C SP/207,ｶﾊﾞｰ,8,0,,,,,,,,,,,,,,,,,
013CH232WI-09C SP/207,ｶﾊﾞｰ,9,0,,,,,,,,,,,,,,,,,
013CH232WI-17C SP/207,ｶﾊﾞｰ,6,0,,,,,,,,,,,,,,,,,
013CH232WI-20NC SP/207,ｶﾊﾞｰ,5,0,,,,,,,,,,,,,,,,,
013CH232W-35C SP/207,ｶﾊﾞｰ,2,0,,,,,,,,,,,,,,,,,
013CH232W-37C SP/207,ｶﾊﾞｰ,37,0,,,,,,,,,,,,,,,,,
013CH232WI-49C SP/207,ｶﾊﾞｰ,7,0,,,,,,,,,,,,,,,,,
013CH232WI-50C SP/207,ｶﾊﾞｰ,6,0,,,,,,,,,,,,,,,,,
013CH232WI-03C SP/209,ｶﾊﾞｰ,0,2,,,,,,,,,,,,,,,,,
013CH232WI-08C SP/209,ｶﾊﾞｰ,2,0,,,,,,,,,,,,,,,,,
013CH232WI-09C SP/209,ｶﾊﾞｰ,5,0,,,,,,,,,,,,,,,,,
013CH232WI-17C SP/209,ｶﾊﾞｰ,5,0,,,,,,,,,,,,,,,,,
013CH232WI-20NC SP/209,ｶﾊﾞｰ,2,0,,,,,,,,,,,,,,,,,
013CH232W-35C SP/209,ｶﾊﾞｰ,4,0,,,,,,,,,,,,,,,,,
013CH232W-37C SP/209,ｶﾊﾞｰ,18,6,,,,,,,,,,,,,,,,,
013CH232WI-49C SP/209,ｶﾊﾞｰ,5,0,,,,,,,,,,,,,,,,,
013CH232WI-50C SP/209,ｶﾊﾞｰ,4,0,,,,,,,,,,,,,,,,,
013CH271I-03C SN/01,ｶﾊﾞｰ,2,1,,,,,,,,,,,,,,,,,
013CH271I-08C SN/01,ｶﾊﾞｰ,5,2,,,,,,,,,,,,,,,,,
013CH271I-09C SN/01,ｶﾊﾞｰ,3,0,,,,,,,,,,,,,,,,,
013CH271I-17C SN/01,ｶﾊﾞｰ,0,1,,,,,,,,,,,,,,,,,
013CH271-35C SN/01,ｶﾊﾞｰ,0,0,,,,,,,,,,,,,,,,,
013CH271-37C SN/01,ｶﾊﾞｰ,5,15,,,,,,,,,,,,,,,,,
013CH271I-41C SN/01,ｶﾊﾞｰ,4,2,,,,,,,,,,,,,,,,,
013CH271I-42C SN/01,ｶﾊﾞｰ,3,2,,,,,,,,,,,,,,,,,
013CH271I-49C SN/01,ｶﾊﾞｰ,0,2,,,,,,,,,,,,,,,,,
013CH271I-50C SN/01,ｶﾊﾞｰ,5,5,,,,,,,,,,,,,,,,,
013CH271I-03C SN/02,ｶﾊﾞｰ,11,1,,,,,,,,,,,,,,,,,
013CH271I-08C SN/02,ｶﾊﾞｰ,2,1,,,,,,,,,,,,,,,,,
013CH271I-09C SN/02,ｶﾊﾞｰ,3,2,,,,,,,,,,,,,,,,,
013CH271I-17C SN/02,ｶﾊﾞｰ,1,0,,,,,,,,,,,,,,,,,
013CH271-35C SN/02,ｶﾊﾞｰ,14,2,,,,,,,,,,,,,,,,,
013CH271-37C SN/02,ｶﾊﾞｰ,2,12,,,,,,,,,,,,,,,,,
013CH271I-41C SN/02,ｶﾊﾞｰ,2,0,,,,,,,,,,,,,,,,,
013CH271I-42C SN/02,ｶﾊﾞｰ,4,2,,,,,,,,,,,,,,,,,
013CH271I-49C SN/02,ｶﾊﾞｰ,6,1,,,,,,,,,,,,,,,,,
013CH271I-50C SN/02,ｶﾊﾞｰ,10,3,,,,,,,,,,,,,,,,,
013CH271I-03C SN/03,ｶﾊﾞｰ,7,11,,,,,,,,,,,,,,,,,
013CH271I-08C SN/03,ｶﾊﾞｰ,7,3,,,,,,,,,,,,,,,,,
013CH271I-09C SN/03,ｶﾊﾞｰ,10,3,,,,,,,,,,,,,,,,,
013CH271I-17C SN/03,ｶﾊﾞｰ,3,3,,,,,,,,,,,,,,,,,
013CH271-35C SN/03,ｶﾊﾞｰ,7,0,,,,,,,,,,,,,,,,,
013CH271-37C SN/03,ｶﾊﾞｰ,23,48,,,,,,,,,,,,,,,,,
013CH271I-41C SN/03,ｶﾊﾞｰ,2,2,,,,,,,,,,,,,,,,,
013CH271I-42C SN/03,ｶﾊﾞｰ,3,4,,,,,,,,,,,,,,,,,
013CH271I-49C SN/03,ｶﾊﾞｰ,3,5,,,,,,,,,,,,,,,,,
013CH271I-50C SN/03,ｶﾊﾞｰ,6,7,,,,,,,,,,,,,,,,,
013CH271I-03C SP/122N,ｶﾊﾞｰ,0,0,,,,,,,,,,,,,,,,,
013CH271I-08C SP/122N,ｶﾊﾞｰ,0,0,,,,,,,,,,,,,,,,,
013CH271I-09C SP/122N,ｶﾊﾞｰ,2,0,,,,,,,,,,,,,,,,,
013CH271I-17C SP/122N,ｶﾊﾞｰ,1,0,,,,,,,,,,,,,,,,,
013CH271-35C SP/122N,ｶﾊﾞｰ,0,0,,,,,,,,,,,,,,,,,
013CH271-37C SP/122N,ｶﾊﾞｰ,4,0,,,,,,,,,,,,,,,,,
013CH271I-41C SP/122N,ｶﾊﾞｰ,0,0,,,,,,,,,,,,,,,,,
013CH271I-42C SP/122N,ｶﾊﾞｰ,0,0,,,,,,,,,,,,,,,,,
013CH271I-49C SP/122N,ｶﾊﾞｰ,0,0,,,,,,,,,,,,,,,,,
013CH271I-50C SP/122N,ｶﾊﾞｰ,1,0,,,,,,,,,,,,,,,,,
013CH271I-03C SP/126N,ｶﾊﾞｰ,0,0,,,,,,,,,,,,,,,,,
013CH271I-08C SP/126N,ｶﾊﾞｰ,0,0,,,,,,,,,,,,,,,,,
013CH271I-09C SP/126N,ｶﾊﾞｰ,4,0,,,,,,,,,,,,,,,,,
013CH271I-17C SP/126N,ｶﾊﾞｰ,1,0,,,,,,,,,,,,,,,,,
013CH271-35C SP/126N,ｶﾊﾞｰ,1,0,,,,,,,,,,,,,,,,,
013CH271-37C SP/126N,ｶﾊﾞｰ,1,0,,,,,,,,,,,,,,,,,
013CH271I-41C SP/126N,ｶﾊﾞｰ,0,0,,,,,,,,,,,,,,,,,
013CH271I-42C SP/126N,ｶﾊﾞｰ,0,0,,,,,,,,,,,,,,,,,
013CH271I-49C SP/126N,ｶﾊﾞｰ,0,0,,,,,,,,,,,,,,,,,
013CH271I-50C SP/126N,ｶﾊﾞｰ,0,0,,,,,,,,,,,,,,,,,
013CH271I-03C SP/180,ｶﾊﾞｰ,5,2,,,,,,,,,,,,,,,,,
013CH271I-08C SP/180,ｶﾊﾞｰ,7,0,,,,,,,,,,,,,,,,,
013CH271I-09C SP/180,ｶﾊﾞｰ,6,2,,,,,,,,,,,,,,,,,
013CH271I-17C SP/180,ｶﾊﾞｰ,4,2,,,,,,,,,,,,,,,,,
013CH271-35C SP/180,ｶﾊﾞｰ,1,3,,,,,,,,,,,,,,,,,
013CH271-37C SP/180,ｶﾊﾞｰ,31,15,,,,,,,,,,,,,,,,,
013CH271I-41C SP/180,ｶﾊﾞｰ,5,1,,,,,,,,,,,,,,,,,
013CH271I-42C SP/180,ｶﾊﾞｰ,3,2,,,,,,,,,,,,,,,,,
013CH271I-49C SP/180,ｶﾊﾞｰ,6,3,,,,,,,,,,,,,,,,,
013CH271I-50C SP/180,ｶﾊﾞｰ,6,2,,,,,,,,,,,,,,,,,
013CH271I-03C SP/181,ｶﾊﾞｰ,1,2,,,,,,,,,,,,,,,,,
013CH271I-08C SP/181,ｶﾊﾞｰ,1,0,,,,,,,,,,,,,,,,,
013CH271I-09C SP/181,ｶﾊﾞｰ,1,1,,,,,,,,,,,,,,,,,
013CH271I-17C SP/181,ｶﾊﾞｰ,1,2,,,,,,,,,,,,,,,,,
013CH271-35C SP/181,ｶﾊﾞｰ,2,2,,,,,,,,,,,,,,,,,
013CH271-37C SP/181,ｶﾊﾞｰ,0,6,,,,,,,,,,,,,,,,,
013CH271I-41C SP/181,ｶﾊﾞｰ,1,1,,,,,,,,,,,,,,,,,
013CH271I-42C SP/181,ｶﾊﾞｰ,1,0,,,,,,,,,,,,,,,,,
013CH271I-49C SP/181,ｶﾊﾞｰ,0,1,,,,,,,,,,,,,,,,,
013CH271I-50C SP/181,ｶﾊﾞｰ,1,0,,,,,,,,,,,,,,,,,
013CH271I-03C SP/182,ｶﾊﾞｰ,4,0,,,,,,,,,,,,,,,,,
013CH271I-08C SP/182,ｶﾊﾞｰ,3,1,,,,,,,,,,,,,,,,,
013CH271I-09C SP/182,ｶﾊﾞｰ,2,0,,,,,,,,,,,,,,,,,
013CH271I-17C SP/182,ｶﾊﾞｰ,1,0,,,,,,,,,,,,,,,,,
013CH271-35C SP/182,ｶﾊﾞｰ,4,1,,,,,,,,,,,,,,,,,
013CH271-37C SP/182,ｶﾊﾞｰ,0,2,,,,,,,,,,,,,,,,,
013CH271I-41C SP/182,ｶﾊﾞｰ,2,0,,,,,,,,,,,,,,,,,
013CH271I-42C SP/182,ｶﾊﾞｰ,5,0,,,,,,,,,,,,,,,,,
013CH271I-49C SP/182,ｶﾊﾞｰ,1,0,,,,,,,,,,,,,,,,,
013CH271I-50C SP/182,ｶﾊﾞｰ,3,1,,,,,,,,,,,,,,,,,
013CH271I-03C SP/183,ｶﾊﾞｰ,3,5,,,,,,,,,,,,,,,,,
013CH271I-08C SP/183,ｶﾊﾞｰ,5,3,,,,,,,,,,,,,,,,,
013CH271I-09C SP/183,ｶﾊﾞｰ,3,4,,,,,,,,,,,,,,,,,
013CH271I-17C SP/183,ｶﾊﾞｰ,7,3,,,,,,,,,,,,,,,,,
013CH271-35C SP/183,ｶﾊﾞｰ,7,4,,,,,,,,,,,,,,,,,
013CH271-37C SP/183,ｶﾊﾞｰ,74,35,,,,,,,,,,,,,,,,,
013CH271I-41C SP/183,ｶﾊﾞｰ,4,2,,,,,,,,,,,,,,,,,
013CH271I-42C SP/183,ｶﾊﾞｰ,1,3,,,,,,,,,,,,,,,,,
013CH271I-49C SP/183,ｶﾊﾞｰ,8,6,,,,,,,,,,,,,,,,,
013CH271I-50C SP/183,ｶﾊﾞｰ,4,6,,,,,,,,,,,,,,,,,
013CH271I-03C SP/184,ｶﾊﾞｰ,2,0,,,,,,,,,,,,,,,,,
013CH271I-08C SP/184,ｶﾊﾞｰ,2,0,,,,,,,,,,,,,,,,,
013CH271I-09C SP/184,ｶﾊﾞｰ,2,1,,,,,,,,,,,,,,,,,
013CH271I-17C SP/184,ｶﾊﾞｰ,3,0,,,,,,,,,,,,,,,,,
013CH271-35C SP/184,ｶﾊﾞｰ,2,3,,,,,,,,,,,,,,,,,
013CH271-37C SP/184,ｶﾊﾞｰ,2,2,,,,,,,,,,,,,,,,,
013CH271I-41C SP/184,ｶﾊﾞｰ,2,0,,,,,,,,,,,,,,,,,
013CH271I-42C SP/184,ｶﾊﾞｰ,2,0,,,,,,,,,,,,,,,,,
013CH271I-49C SP/184,ｶﾊﾞｰ,4,1,,,,,,,,,,,,,,,,,
013CH271I-50C SP/184,ｶﾊﾞｰ,1,0,,,,,,,,,,,,,,,,,
013CH1069-02C SP/176,INCOON,3,0,,,,,,,,,,,,,,,,,
013CH1069-03C SP/176,INCOON,0,0,,,,,,,,,,,,,,,,,
013CH1069-59C SP/176,INCOON,1,0,,,,,,,,,,,,,,,,,
013CH1069-02C SP/178,INCOON,0,0,,,,,,,,,,,,,,,,,
013CH1069-03C SP/178,INCOON,1,0,,,,,,,,,,,,,,,,,
013CH1069-59C SP/178,INCOON,1,0,,,,,,,,,,,,,,,,,
013CH1069-02C SP/197,INCOON,3,0,,,,,,,,,,,,,,,,,
013CH1069-03C SP/197,INCOON,4,2,,,,,,,,,,,,,,,,,
013CH1069-59C SP/197,INCOON,3,2,,,,,,,,,,,,,,,,,
013CH1069-02C SP/198,INCOON,0,0,,,,,,,,,,,,,,,,,
013CH1069-03C SP/198,INCOON,8,2,,,,,,,,,,,,,,,,,
013CH1069-59C SP/198,INCOON,2,2,,,,,,,,,,,,,,,,,
013CH1070-03C SN/02,INCOON,7,1,,,,,,,,,,,,,,,,,
013CH1070-03LC SN/02,INCOON,5,3,,,,,,,,,,,,,,,,,
013CH1070-17C SN/02,INCOON,4,4,,,,,,,,,,,,,,,,,
013CH1070-03C SN/03,INCOON,8,3,,,,,,,,,,,,,,,,,
013CH1070-03LC SN/03,INCOON,11,2,,,,,,,,,,,,,,,,,
013CH1070-17C SN/03,INCOON,9,3,,,,,,,,,,,,,,,,,
013CH1070-17C SP/176,INCOON,2,0,,,,,,,,,,,,,,,,,
013CH1070-17C SP/178,INCOON,2,0,,,,,,,,,,,,,,,,,
013CH1070-03C SP/180,INCOON,7,0,,,,,,,,,,,,,,,,,
013CH1070-03LC SP/180,INCOON,4,1,,,,,,,,,,,,,,,,,
013CH1070-17C SP/180,INCOON,8,1,,,,,,,,,,,,,,,,,
013CH1070-03C SP/183,INCOON,8,2,,,,,,,,,,,,,,,,,
013CH1070-03LC SP/183,INCOON,5,6,,,,,,,,,,,,,,,,,
013CH1070-17C SP/183,INCOON,1,8,,,,,,,,,,,,,,,,,
013CH1070-17C SP/197,INCOON,1,0,,,,,,,,,,,,,,,,,
013CH1070-17C SP/198,INCOON,5,0,,,,,,,,,,,,,,,,,
014CH1069-02B,INCOON,1,1,,,,,,,,,,,,,,,,,
014CH1069-03B,INCOON,6,2,,,,,,,,,,,,,,,,,
014CH1069-59B,INCOON,4,2,,,,,,,,,,,,,,,,,
014CH1070-03B,INCOON,9,6,,,,,,,,,,,,,,,,,
014CH1070-03LB,INCOON,8,11,,,,,,,,,,,,,,,,,
014CH1070-17B,INCOON,1,15,,,,,,,,,,,,,,,,,
